source ,hyperlink ,locality ,postcode ,house_is ,property_subtype ,price ,sale ,rooms_number ,area ,kitchen_has ,furnished ,open_fire ,terrace ,terrace_area ,garden ,garden_area ,land_surface ,land_plot_surface ,facades_number ,swimming_pool_has ,building_state
2,, Antwerpen-Centrum ,,True,Historische pand," 12,500,000 ", Huis,8,"20.343,79",,False,False,,,,,,"9.181,62",,True,None
2,, Lasne/Ohain ,,True,Établissement historique," 6,500,000 ", Maison,16,18,,False,False,,,,,,"20,01",,True,None
2,, Antwerpen-Noord,,True,Villa," 5,850,000 ", Huis,10,"12.163,22",,False,False,,,,,,"2,3",,True,None
2,, Antwerpen-Noord,,True,Historische pand," 4,950,000 ", Huis,30,"26.909,78",,False,False,,,,,,"4,950,000",,True,None
2,, Sint-Martens-Latem,,True,Historische pand," 4,800,000 ", Huis,0,"11,12",,False,False,,,,,,"4,800,000",,True,None
2,, South and surroundings,,True,Villa," 4,300,000 ", House,7,"6,673.62",,False,False,,,,,,5.66,,True,None
2,, Rhode-Saint-Genèse/Linkebeek ,,True,Villa," 3,900,000 ", House,12,"6,081.61",,False,False,,,,,,"35,520.9",,True,None
2,, Antwerpen-Noord,,True,Villa," 3,850,000 ", Huis,7,"8.395,85",,False,False,,,,,,"2,57",,True,None
2,, Antwerpen-Noord,,True,Villa," 3,750,000 ", Huis,15,"11.840,3",,False,False,,,,,,"2,97",,True,None
2,, Antwerpen-Noord,,True,Villa," 3,750,000 ", Huis,10,"9.687,52",,False,False,,,,,,"3,750,000",,True,None
2,, Bruges,,True,Investering / Woon- en werkruimte," 3,500,000 ", Huis,0,"3,500,000",,False,False,,,,,,None,,True,None
2,, Brussels city center ,,True,Investment / Residential investment," 3,500,000 ", House,0,"3,500,000",,False,False,,,,,,None,,True,None
2,, South and surroundings,,True,Historic Estate," 3,500,000 ", House,11,"10,763.91",,False,False,,,,,,"3,500,000",,True,None
2,, Antwerpen-Noord,,True,Villa," 3,450,000 ", Huis,10,"8.611,13",,False,False,,,,,,"4,46",,True,None
2,, Antwerpen-Noord,,True,Villa," 3,400,000 ", Huis,12,"10.763,91",,False,False,,,,,,"5,93",,True,None
2,, Lasne/Ohain ,,True,Établissement historique," 3,350,000 ", Maison,12,9,,False,False,,,,,,"11,86",,True,None
2,, Antwerpen-Zuid,,True,Villa," 3,175,000 ", House,8,"4,843.76",,False,False,,,,,,"16,899.34",,True,None
2,, Antwerpen-Zuid ,,True,Villa," 3,175,000 ", House,8,"4,843.76",,False,False,,,,,,"16,899.34",,True,None
2,, Lasne/Ohain ,,True,Villa," 3,100,000 ", House,8,"4,305.56",,False,False,,,,,,6.55,,True,None
2,, Keerbergen,,True,Historic Estate," 3,025,000 ", House,19,"13,594.82",,False,False,,,,,,"45,811.2",,True,None
2,, South and surroundings,,True,Villa," 2,995,000 ", House,10,"7,061.13",,False,False,,,,,,"18,072.61",,True,None
2,, Bruges,,True,Investment / Residential investment," 2,995,000 ", House,18,"21,344.83",,False,False,,,,,,"16,092.05",,True,None
2,, Bruges,,True,Historic Estate," 2,995,000 ", House,25,"13,454.89",,False,False,,,,,,"6,910.43",,True,None
2,, Zuid en omstreken,,True,Villa," 2,990,000 ", Huis,9,"5.381,96",,False,False,,,,,,"26.909,78",,True,None
2,, Antwerpen-Centrum ,,True,Huis," 2,950,000 ", Huis,13,"7.491,68",,False,False,,,,,,"2,950,000",,True,None
2,, East and surroundings,,True,Historic Estate," 2,900,000 ", House,13,"9,149.32",,False,False,,,,,,54.36,,True,None
2,, East and surroundings ,,True,Historic Estate," 2,900,000 ", House,13,"9,149.32",,False,False,,,,,,54.36,,True,None
2,, Sud et péripherie,,True,Villa," 2,900,000 ", Maison,8,4,,False,False,,,,,,48,,True,None
2,, Bruges,,True,Historic Estate," 2,870,000 ", House,8,"5,790.98",,False,False,,,,,,"4,251.74",,True,None
2,, Antwerpen-Noord,,True,Villa," 2,850,000 ", Huis,12,"8.072,93",,False,False,,,,,,"9,14",,True,None
2,, Antwerpen-Noord,,True,Villa," 2,795,000 ", Huis,9,"9.515,3",,False,False,,,,,,"32.291,73",,True,None
2,, Antwerpen-Zuid,,True,Villa," 2,750,000 ", Huis,11,"11.000,72",,False,False,,,,,,"12.679,89",,True,None
2,, Antwerpen-Centrum,,True,House," 2,750,000 ", House,15,"7,674.67",,False,False,,,,,,"2,750,000",,True,None
2,, Antwerpen-Noord,,True,Villa," 2,750,000 ", Huis,12,"9.149,32",,False,False,,,,,,"55,43",,True,None
2,, Bruges,,True,Hotel," 2,600,000 ", House,16,"5,468.07",,False,False,,,,,,"11,226.76",,True,None
2,, Antwerpen-Noord,,True,Villa," 2,595,000 ", Huis,9,"8.611,13",,False,False,,,,,,"1,64",,True,None
2,, Noord-Limburg ,,True,Landhuis," 2,500,000 ", Huis,5,"10,13",,False,False,,,,,,"10,16",,True,None
2,, Antwerpen-Centrum ,,True,Historic Estate," 2,500,000 ", House,10,"6,716.68",,False,False,,,,,,"3,315.28",,True,None
2,, South and surroundings,,True,Villa," 2,495,000 ", House,9,"4,305.56",,False,False,,,,,,"17,222.26",,True,None
2,, Lasne/Ohain ,,True,Villa," 2,450,000 ", Maison,12,7,,False,False,,,,,,"2,450,000",,True,None
2,, Antwerpen-Centrum ,,True,Historische pand," 2,430,000 ", Huis,13,"4.800,7",,False,False,,,,,,"2,430,000",,True,None
2,, South and surroundings,,True,Historic Estate," 2,400,000 ", House,20,"3,229.17",,False,False,,,,,,"4,962.16",,True,None
2,, South and surroundings,,True,Villa," 2,350,000 ", House,9,"5,704.87",,False,False,,,,,,"16,468.78",,True,None
2,, Woluwe-Saint-Pierre ,,True,Detached House," 2,300,000 ", House,9,"4,843.76",,False,False,,,,,,"8,223.63",,True,None
2,, South and surroundings,,True,Villa," 2,295,000 ", House,8,"4,391.68",,False,False,,,,,,"20,020.87",,True,None
2,, East and surroundings,,True,Villa," 2,250,000 ", House,13,"6,619.8",,False,False,,,,,,"50,590.38",,True,None
2,, Antwerpen-Noord,,True,Villa," 2,250,000 ", Huis,7,"5.920,15",,False,False,,,,,,"53.819,55",,True,None
2,, South and surroundings,,True,Historic Estate," 2,200,000 ", House,10,"6,296.89",,False,False,,,,,,"13,993.08",,True,None
2,, Antwerpen-Noord,,True,Villa," 2,200,000 ", Huis,11,"8.664,95",,False,False,,,,,,"52.204,97",,True,None
2,, Nord et péripherie,,True,Villa," 2,200,000 ", House,11,"4,413.2",,False,False,,,,,,"21,108.03",,True,None
2,, Antwerpen-Noord,,True,Villa," 2,200,000 ", Huis,10,"6.867,37",,False,False,,,,,,"2,47",,True,None
2,, Antwerpen-Noord,,True,Villa," 2,195,000 ", Huis,8,"8.072,93",,False,False,,,,,,"1,28",,True,None
2,, South and surroundings,,True,Detached House," 2,190,000 ", House,0,"5,920.15",,False,False,,,,,,"2,190,000",,True,None
2,, Grez Doiceau,,True,Historic Estate," 2,150,000 ", House,13,"9,687.52",,False,False,,,,,,2.47,,True,None
2,, Antwerpen-Noord ,,True,Historische pand," 2,100,000 ", Huis,7,"4.305,56",,False,False,,,,,,"2,100,000",,True,None
2,, Antwerpen-Noord,,True,Villa," 2,075,000 ", Huis,8,"8.105,22",,False,False,,,,,,"38.427,16",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,995,000 ", Huis,11,"10.763,91",,False,False,,,,,,"1,92",,True,None
2,, Bruges,,True,Historische pand," 1,995,000 ", Huis,10,"10.763,91",,False,False,,,,,,"3.659,73",,True,None
2,, Antwerpen-Noord ,,True,Villa," 1,995,000 ", Huis,18,"48.900,45",,False,False,,,,,,"48.900,45",,True,None
2,, Antwerpen-Centrum ,,True,Historic Estate," 1,995,000 ", House,14,"9,149.32",,False,False,,,,,,"10,763.91",,True,None
2,, South and surroundings,,True,Villa," 1,990,000 ", House,8,"4,305.56",,False,False,,,,,,"43,055.64",,True,None
2,, De Haan ,,True,Villa," 1,990,000 ", House,24,"6,458.35",,False,False,,,,,,"9,784.39",,True,None
2,, Bruges,,True,Villa," 1,980,000 ", House,17,"6,027.79",,False,False,,,,,,"32,636.18",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,980,000 ", Huis,6,"5.651,05",,False,False,,,,,,"32.463,95",,True,None
2,, Brussels city center ,,True,Historic Estate," 1,975,000 ", House,18,"7,706.96",,False,False,,,,,,"1,975,000",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,950,000 ", Huis,9,"6.673,62",,False,False,,,,,,"51.935,87",,True,None
2,, Bousval / Genappe ,,True,Établissement historique," 1,950,000 ", Maison,12,5,,False,False,,,,,,"6,18",,True,None
2,, South and surroundings,,True,Historic Estate," 1,900,000 ", House,0,"19,375.04",,False,False,,,,,,"1,900,000",,True,None
2,, Bruges,,True,Investment / Residential investment," 1,895,000 ", House,14,"1,227.09",,False,False,,,,,,"1,227.09",,True,None
2,, Sint-Martens-Latem,,True,Vrijstaande woning," 1,850,000 ", Huis,6,"9.149,32",,False,False,,,,,,"45.133,08",,True,None
2,, Nord - Ouest ,,True,Villa," 1,850,000 ", House,7,"5,920.15",,False,False,,,,,,"21,387.89",,True,None
2,, East and surroundings,,True,House," 1,795,000 ", House,8,"4,036.47",,False,False,,,,,,"6,189.25",,True,None
2,, Sint Katelijne Waver,,True,Finca," 1,750,000 ", House,9,"5,543.41",,False,False,,,,,,1.48,,True,None
2,, Brussels city center ,,True,Historic Estate," 1,750,000 ", House,13,"6,458.35",,False,False,,,,,,"2,615.63",,True,None
2,, Merelbeke,,True,Ander(e)," 1,725,000 ", Huis,11,"6.458,35",,False,False,,,,,,"3,86",,True,None
2,, South and surroundings,,True,Historic Estate," 1,695,000 ", House,10,"5,489.59",,False,False,,,,,,"4,725.36",,True,None
2,, Uccle ,,True,Villa," 1,695,000 ", House,6,"4,843.76",,False,False,,,,,,"1,695,000",,True,None
2,, Nord et péripherie,,True,Villa," 1,690,000 ", House,10,"9,149.32",,False,False,,,,,,"29,740.68",,True,None
2,, Antwerpen-Centrum ,,True,House," 1,660,000 ", House,7,"4,757.65",,False,False,,,,,,"1,660,000",,True,None
2,, Uccle ,,True,House," 1,650,000 ", House,10,"3,982.65",,False,False,,,,,,"6,081.61",,True,None
2,, South and surroundings,,True,Historic Estate," 1,650,000 ", House,9,"3,336.81",,False,False,,,,,,"1,650,000",,True,None
2,, South and surroundings,,True,House," 1,650,000 ", House,9,"4,951.4",,False,False,,,,,,"6,781.26",,True,None
2,, South and surroundings ,,True,House," 1,650,000 ", House,0,"4,090.29",,False,False,,,,,,"1,650,000",,True,None
2,, East and surroundings,,True,Villa," 1,650,000 ", House,9,"4,736.12",,False,False,,,,,,"17,383.72",,True,None
2,, Ittre,,True,Établissement historique," 1,650,000 ", Maison,9,5,,False,False,,,,,,"2,11",,True,None
2,, Waterloo,,True,Villa," 1,595,000 ", Maison,11,6,,False,False,,,,,,16,,True,None
2,, South and surroundings,,True,House," 1,590,000 ", House,6,"3,713.55",,False,False,,,,,,936.46,,True,None
2,, Antwerpen-Zuid,,True,Villa," 1,585,000 ", Huis,7,"5.037,51",,False,False,,,,,,"1,585,000",,True,None
2,, Lasne/Ohain ,,True,Maison," 1,550,000 ", Maison,6,3,,False,False,,,,,,6,,True,None
2,, Bruges,,True,Villa," 1,549,000 ", Huis,9,"6.996,54",,False,False,,,,,,"16.942,39",,True,None
2,, Jabbeke,,True,Villa," 1,520,000 ", Huis,7,"5.651,05",,False,False,,,,,,"13.831,62",,True,None
2,, Bruges,,True,House," 1,515,000 ", House,9,"5,478.83",,False,False,,,,,,"4,154.87",,True,None
2,, South and surroundings,,True,House," 1,500,000 ", House,8,"5,920.15",,False,False,,,,,,"3,013.89",,True,None
2,, Antwerpen-Centrum ,,True,Huis," 1,495,000 ", Huis,8,"3.767,37",,False,False,,,,,,"1,495,000",,True,None
2,, Beernem ,,True,Villa," 1,495,000 ", House,7,"6,458.35",,False,False,,,,,,3.58,,True,None
2,, Antwerpen-Zuid,,True,Villa," 1,495,000 ", Huis,8,"4.370,15",,False,False,,,,,,"27.254,22",,True,None
2,, Lasne/Ohain ,,True,Villa," 1,495,000 ", Maison,9,3,,False,False,,,,,,"1,43",,True,None
2,, Lasne/Ohain ,,True,Maison détachée," 1,495,000 ", Maison,9,5,,False,False,,,,,,"2,1",,True,None
2,, Spa and surroundings,,True,Historic Estate," 1,490,000 ", House,12,"7,750.02",,False,False,,,,,,1.96,,True,None
2,, Antwerpen-Noord,,True,Villa," 1,490,000 ", Huis,9,"8.072,93",,False,False,,,,,,"1,66",,True,None
2,, Damme ,,True,Finca," 1,485,000 ", House,6,"4,983.69",,False,False,,,,,,2.47,,True,None
2,, South and surroundings,,True,Villa," 1,475,000 ", House,12,"5,381.96",,False,False,,,,,,"27,178.87",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,475,000 ", House,11,"8,449.67",,False,False,,,,,,"32,291.73",,True,None
2,, Melle,,True,Vrijstaande woning," 1,450,000 ", Huis,9,"3.659,73",,False,False,,,,,,"3,97",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,400,000 ", Huis,0,"1,400,000",,False,False,,,,,,None,,True,None
2,, Sud et péripherie,,True,Villa," 1,395,000 ", Maison,11,4,,False,False,,,,,,29,,True,None
2,, Uccle ,,True,Villa," 1,395,000 ", House,7,"2,690.98",,False,False,,,,,,"10,763.91",,True,None
2,, Embourg et environs,,True,Villa," 1,395,000 ", Maison,12,6,,False,False,,,,,,41,,True,None
2,, South and surroundings,,True,House," 1,395,000 ", House,8,"3,013.89",,False,False,,,,,,"1,395,000",,True,None
2,, South and surroundings,,True,Villa," 1,395,000 ", House,7,"3,315.28",,False,False,,,,,,"13,401.07",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,395,000 ", Huis,7,"7.534,74",,False,False,,,,,,"48.868,15",,True,None
2,, Chaumont-Gistoux/Dion/Bonlez ,,True,Villa," 1,390,000 ", Maison,9,4,,False,False,,,,,,35,,True,None
2,, Bruges,,True,House," 1,385,000 ", House,7,"3,304.52",,False,False,,,,,,"4,359.38",,True,None
2,, Antwerpen-Zuid ,,True,Villa," 1,380,000 ", House,11,"5,381.96",,False,False,,,,,,"19,450.39",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,375,000 ", Huis,9,"5.381,96",,False,False,,,,,,"2,64",,True,None
2,, Lasne/Ohain ,,True,Villa," 1,350,000 ", Maison,8,3,,False,False,,,,,,43,,True,None
2,, Saint-Josse ,,True,Investment / Residential investment," 1,350,000 ", House,20,"5,812.51",,False,False,,,,,,"1,350,000",,True,None
2,, South and surroundings,,True,House," 1,350,000 ", House,9,"4,843.76",,False,False,,,,,,"2,755.56",,True,None
2,, Waregem,,True,Villa," 1,300,000 ", Huis,4,"4.090,29",,False,False,,,,,,"1,300,000",,True,None
2,, Merelbeke,,True,Vrijstaande woning," 1,297,000 ", Huis,6,"2.583,34",,False,False,,,,,,"50.127,53",,True,None
2,, Antwerpen-Zuid,,True,Vrijstaande woning," 1,295,000 ", Huis,11,"4.779,18",,False,False,,,,,,"6.469,11",,True,None
2,, Noord-Limburg,,True,Landhuis," 1,295,000 ", Huis,0,"38.308,76",,False,False,,,,,,"1,295,000",,True,None
2,, Sint Katelijne Waver,,True,Finca," 1,295,000 ", House,9,"5,543.41",,False,False,,,,,,"31,678.19",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,295,000 ", Huis,11,"8.611,13",,False,False,,,,,,"6,18",,True,None
2,, Anderlecht ,,True,Villa," 1,280,000 ", House,8,"3,444.45",,False,False,,,,,,"25,833.39",,True,None
2,, South and surroundings,,True,Villa," 1,280,000 ", House,6,"3,239.94",,False,False,,,,,,"29,740.68",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,275,000 ", Huis,7,"7.104,18",,False,False,,,,,,"1,275,000",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,275,000 ", Huis,7,"4.423,97",,False,False,,,,,,"2,43",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,275,000 ", Huis,7,"4.467,02",,False,False,,,,,,"1,45",,True,None
2,, Oostende,,True,Villa," 1,275,000 ", House,8,"5,790.98",,False,False,,,,,,"38,750.08",,True,None
2,, Lasne/Ohain ,,True,Établissement historique," 1,250,000 ", Maison,0,"1,250,000",,False,False,,,,,,None,,True,None
2,, Waterloo,,True,Villa," 1,250,000 ", Maison,8,3,,False,False,,,,,,28,,True,None
2,, South and surroundings,,True,Villa," 1,200,000 ", House,7,"1,776.05",,False,False,,,,,,2.99,,True,None
2,, Waterloo,,True,Villa," 1,200,000 ", Maison,9,2,,False,False,,,,,,23,,True,None
2,, Antwerpen-Zuid,,True,Investering / Woon- en werkruimte," 1,195,000 ", Huis,9,"3.842,72",,False,False,,,,,,"1.722,23",,True,None
2,, Damme ,,True,Villa," 1,195,000 ", House,7,"4,768.41",,False,False,,,,,,"24,864.63",,True,None
2,, Keerbergen ,,True,Villa," 1,195,000 ", House,10,"5,500.36",,False,False,,,,,,"11,097.59",,True,None
2,, Bruges,,True,Villa," 1,190,000 ", Huis,6,"5.381,96",,False,False,,,,,,"12.959,75",,True,None
2,, Putte,,True,Historic Estate," 1,190,000 ", House,6,"6,350.71",,False,False,,,,,,"45,811.2",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,150,000 ", Huis,8,"3.229,17",,False,False,,,,,,"4,95",,True,None
2,, Anderlecht ,,True,Historic Estate," 1,150,000 ", House,13,"5,920.15",,False,False,,,,,,"5,575.71",,True,None
2,, East and surroundings,,True,House," 1,150,000 ", House,9,"5,112.86",,False,False,,,,,,"1,614.59",,True,None
2,, Beauvechain/Tourinnes-la-Grosse ,,True,Autre," 1,150,000 ", Maison,8,4,,False,False,,,,,,37,,True,None
2,, Basse Meuse and surroundings,,True,Historic Estate," 1,150,000 ", House,0,19.77,,False,False,,,,,,"1,150,000",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,145,000 ", Huis,8,"8.234,39",,False,False,,,,,,"21.527,82",,True,None
2,, Braine-le-Château,,True,Villa," 1,120,000 ", Maison,7,2,,False,False,,,,,,27,,True,None
2,, Watermael-Boitsfort ,,True,House," 1,100,000 ", House,8,"2,744.8",,False,False,,,,,,"1,754.52",,True,None
2,, Braine-L'alleud/Lillois/Ophain,,True,Villa," 1,100,000 ", Maison,16,6,,False,False,,,,,,"1,32",,True,None
2,, Sint-Martens-Latem,,True,Huis," 1,095,000 ", Huis,6,"3.444,45",,False,False,,,,,,"21.969,14",,True,None
2,, Oostende,,True,Villa," 1,095,000 ", House,10,"3,336.81",,False,False,,,,,,3.35,,True,None
2,, Anderlecht ,,True,Investment / Residential investment," 1,090,000 ", House,0,None,,False,False,,,,,,None,,True,None
2,, Lasne/Ohain ,,True,Maison détachée," 1,080,000 ", Maison,7,4,,False,False,,,,,,50,,True,None
2,, Waterloo,,True,Villa," 1,080,000 ", Maison,7,3,,False,False,,,,,,16,,True,None
2,, Brussels city center ,,True,House," 1,075,000 ", House,8,"4,090.29",,False,False,,,,,,"2,583.34",,True,None
2,, Antwerpen-Noord,,True,Villa," 1,035,000 ", Huis,6,"4.736,12",,False,False,,,,,,"20.666,71",,True,None
2,, Court-Saint-Etienne/Mont-Saint-Guibert ,,True,Établissement historique," 1,000,000 ", Maison,7,5,,False,False,,,,,,2,,True,None
2,, Bruges,,True,Investering / Woon- en werkruimte," 1,000,000 ", Huis,8,"8.288,21",,False,False,,,,,,"12.464,61",,True,None
2,, Antwerpen-Noord,,True,Villa," 997,500 ", Huis,6,"5.166,68",,False,False,,,,,,"44.454,95",,True,None
2,, Lasne/Ohain ,,True,Villa," 995,000 ", Maison,8,3,,False,False,,,,,,26,,True,None
2,, Brussels city center ,,True,Investment / Residential investment," 995,000 ", House,10,"3,552.09",,False,False,,,,,,"1,915.98",,True,None
2,, Antwerpen-Noord,,True,Villa," 995,000 ", Huis,10,"5.317,37",,False,False,,,,,,"28.879,57",,True,None
2,, Ichtegem,,True,Villa," 990,000 ", Huis,5,"6.458,35",,False,False,,,,,,"12.206,27",,True,None
2,, South and surroundings,,True,Villa," 990,000 ", House,6,"2,744.8",,False,False,,,,,,1.27,,True,None
2,, Sud et péripherie,,True,Villa," 990,000 ", Maison,10,3,,False,False,,,,,,6,,True,None
2,, Bruges,,True,Historic Estate," 985,000 ", House,5,"3,358.34",,False,False,,,,,,"34,283.05",,True,None
2,, East and surroundings,,True,House," 980,000 ", House,0,980,,False,False,,,,,,None,,True,None
2,, Kortrijk,,True,Villa," 975,000 ", Huis,6,"7.567,03",,False,False,,,,,,"23.809,77",,True,None
2,, Oostkamp,,True,Villa," 975,000 ", House,7,"5,920.15",,False,False,,,,,,"45,617.45",,True,None
2,, Noord-Limburg ,,True,Ander(e)," 965,000 ", Huis,4,"3.875,01",,False,False,,,,,,"22.937,89",,True,None
2,, Oostende,,True,Villa," 965,000 ", Huis,5,"3.487,51",,False,False,,,,,,"8.643,42",,True,None
2,, South and surroundings,,True,Investment / Residential investment," 950,000 ", House,7,"4,520.84",,False,False,,,,,,"3,229.17",,True,None
2,, Antwerpen-Centrum,,True,Historic Estate," 950,000 ", House,6,"5,381.96",,False,False,,,,,,950,,True,None
2,, Antwerpen-Zuid,,True,Huis," 947,000 ", Huis,5,"3.013,89",,False,False,,,,,,"2.368,06",,True,None
2,, Bruges,,True,House," 945,000 ", House,5,"6,243.07",,False,False,,,,,,"6,200.01",,True,None
2,, Antwerpen-Noord,,True,Villa," 945,000 ", Huis,7,"3.487,51",,False,False,,,,,,"19.353,51",,True,None
2,, Gent-Sint-Pieters,,True,Vrijstaande woning," 945,000 ", Huis,0,"8.072,93",,False,False,,,,,,945,,True,None
2,, Lasne/Ohain ,,True,Villa," 899,000 ", Maison,6,2,,False,False,,,,,,32,,True,None
2,, Noord-Limburg,,True,Vrijstaande woning," 895,000 ", Huis,6,"3.444,45",,False,False,,,,,,"2,47",,True,None
2,, East and surroundings,,True,Villa," 895,000 ", House,6,"2,260.42",,False,False,,,,,,"7,534.74",,True,None
2,, Neupré et environs,,True,Établissement historique," 895,000 ", Maison,7,4,,False,False,,,,,,"1,63",,True,None
2,, Steenokkerzeel ,,True,House," 895,000 ", House,5,"3,928.83",,False,False,,,,,,"5,575.71",,True,None
2,, Sint Katelijne Waver ,,True,Finca," 895,000 ", House,7,"3,121.53",,False,False,,,,,,3.95,,True,None
2,, South and surroundings,,True,House," 895,000 ", House,7,"2,260.42",,False,False,,,,,,"2,712.51",,True,None
2,, South and surroundings,,True,Villa," 895,000 ", House,7,"2,540.28",,False,False,,,,,,"2,981.6",,True,None
2,, Antwerpen-Zuid,,True,Villa," 895,000 ", Huis,8,"3.293,76",,False,False,,,,,,"18.427,81",,True,None
2,, Bruges ,,True,Villa," 895,000 ", House,8,"3,336.81",,False,False,,,,,,"17,222.26",,True,None
2,, Antwerpen-Noord,,True,Villa," 890,000 ", Huis,9,"4.843,76",,False,False,,,,,,890,,True,None
2,, Waregem,,True,Investering / Woon- en werkruimte," 890,000 ", Huis,3,"2.411,12",,False,False,,,,,,890,,True,None
2,, Antwerpen-Noord,,True,Villa," 890,000 ", Huis,7,"3.713,55",,False,False,,,,,,"1,73",,True,None
2,, Liège,,True,Établissement historique," 890,000 ", Maison,8,5,,False,False,,,,,,3,,True,None
2,, Lasne/Ohain ,,True,Villa," 875,000 ", Maison,5,1,,False,False,,,,,,17,,True,None
2,, Bruges,,True,Villa," 875,000 ", House,9,"4,843.76",,False,False,,,,,,"7,556.27",,True,None
2,, Antwerpen-Noord,,True,Villa," 875,000 ", Huis,8,"5.381,96",,False,False,,,,,,"17.588,23",,True,None
2,, Nord - Ouest,,True,Investment / Residential investment," 875,000 ", House,19,"2,314.24",,False,False,,,,,,"1,345.49",,True,None
2,, Heist-op-den-Berg,,True,Finca," 870,000 ", House,9,"4,456.26",,False,False,,,,,,"22,711.85",,True,None
2,, Uccle ,,True,Villa," 870,000 ", House,5,"1,829.86",,False,False,,,,,,"2,206.6",,True,None
2,, Noord-Limburg ,,True,Historische pand," 869,000 ", Huis,5,"2.960,08",,False,False,,,,,,"2,04",,True,None
2,, East and surroundings,,True,Investment / Residential investment," 850,000 ", House,9,"2,583.34",,False,False,,,,,,850,,True,None
2,, Etterbeek ,,True,Investment / Residential investment," 850,000 ", House,9,"2,723.27",,False,False,,,,,,"1,743.75",,True,None
2,, Sint Katelijne Waver,,True,Villa," 850,000 ", House,5,"2,023.62",,False,False,,,,,,"22,819.49",,True,None
2,, Kortrijk,,True,Huis," 845,000 ", Huis,4,"1.506,95",,False,False,,,,,,845,,True,None
2,, Waterloo,,True,Villa," 845,000 ", Maison,7,3,,False,False,,,,,,10,,True,None
2,, Keerbergen,,True,Villa," 835,000 ", House,6,"4,122.58",,False,False,,,,,,1.28,,True,None
2,, Antwerpen-Centrum ,,True,Detached House," 830,000 ", House,7,"2,960.08",,False,False,,,,,,830,,True,None
2,, Antwerpen-Noord,,True,Villa," 825,000 ", Huis,6,"3.659,73",,False,False,,,,,,"53.119,9",,True,None
2,, Waterloo,,True,Maison détachée," 820,000 ", Maison,6,2,,False,False,,,,,,11,,True,None
2,, Antwerpen-Noord,,True,Villa," 819,000 ", Huis,7,"3.552,09",,False,False,,,,,,"17.114,62",,True,None
2,, Waterloo,,True,Villa," 799,000 ", Maison,8,2,,False,False,,,,,,10,,True,None
2,, Waterloo,,True,Villa," 799,000 ", Maison,8,3,,False,False,,,,,,8,,True,None
2,, Gent-Sint-Pieters,,True,Villa," 799,000 ", Huis,5,"4.628,48",,False,False,,,,,,"29.137,91",,True,None
2,, Waterloo ,,True,Maison," 799,000 ", Maison,9,3,,False,False,,,,,,9,,True,None
2,, Waterloo,,True,Villa," 798,500 ", Maison,9,2,,False,False,,,,,,11,,True,None
2,, Schaerbeek ,,True,House," 795,000 ", House,6,"2,690.98",,False,False,,,,,,"4,671.54",,True,None
2,, East and surroundings,,True,Investment / Residential investment," 795,000 ", House,0,"1,636.11",,False,False,,,,,,795,,True,None
2,, Chaumont-Gistoux/Dion/Bonlez ,,True,Villa," 795,000 ", Maison,7,2,,False,False,,,,,,38,,True,None
2,, Waterloo,,True,Villa," 795,000 ", Maison,6,2,,False,False,,,,,,19,,True,None
2,, Bousval / Genappe ,,True,Villa," 795,000 ", House,8,"3,810.42",,False,False,,,,,,"41,505.64",,True,None
2,, Rixensart/Limal ,,True,Villa," 795,000 ", Maison,9,2,,False,False,,,,,,"1,57",,True,None
2,, Waterloo ,,True,Villa," 795,000 ", Maison,8,6,,False,False,,,,,,19,,True,None
2,, Noord-Limburg,,True,Villa," 795,000 ", Huis,14,"9.149,32",,False,False,,,,,,"27.986,17",,True,None
2,, Sint-Denijs-Westrem,,True,Villa," 795,000 ", Huis,9,"4.047,23",,False,False,,,,,,"11.915,65",,True,None
2,, Antwerpen-Noord,,True,Villa," 795,000 ", Huis,6,"3.282,99",,False,False,,,,,,"2,58",,True,None
2,, Antwerpen-Noord ,,True,Villa," 790,000 ", Huis,7,"4.520,84",,False,False,,,,,,790,,True,None
2,, Antwerpen-Noord,,True,Villa," 780,000 ", Huis,6,"3.465,98",,False,False,,,,,,"40.741,4",,True,None
2,, Noord-Limburg ,,True,Villa," 775,000 ", Huis,5,"3.519,8",,False,False,,,,,,775,,True,None
2,, Gavere,,True,Villa," 775,000 ", Huis,7,"4.101,05",,False,False,,,,,,"8.385,09",,True,None
2,, Bruges ,,True,Finca," 770,000 ", House,10,"4,413.2",,False,False,,,,,,3.44,,True,None
2,, Merelbeke,,True,Villa," 765,000 ", Huis,7,"3.401,4",,False,False,,,,,,"17.233,02",,True,None
2,, Zemst,,True,Villa," 760,000 ", House,9,"3,831.95",,False,False,,,,,,"9,590.64",,True,None
